intern_id,department,education_background,gpa,prior_internships,python_skill_score,math_stat_score,sql_score,ml_knowledge_score,cloud_infra_score,hours_per_week,learning_style,preferred_time,mentor_interaction_pref,primary_device,courses_completed_count,completed_courses,avg_quiz_score_pct,session_completion_rate,engagement_score,dropout_risk,satisfaction_rating,days_since_joining,peers_similar_dept_took,recommended_course_1,recommended_course_2,recommended_course_3
INT_1572,Data Science,Physics,3.03,0,6.8,9.0,3.3,7.2,3.8,7.7,Reading,Night Owl,High,Desktop,0,,80.3,0.56,5.9,Medium,4.3,156,Data Visualization,Data Visualization,Deep Learning,Machine Learning Basics
INT_1573,Cloud Infrastructure,Economics,3.18,1,3.1,3.9,7.4,4.0,3.2,8.5,Mixed,Morning,High,Mixed,5,"SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, Cybersecurity Essentials, APIs & Microservices",55.3,0.69,5.6,Medium,4.0,38,Python Fundamentals,MLOps Pipelines,Python Fundamentals,Git & Version Control
INT_1574,Data Engineering,Electrical Engineering,3.5,0,6.6,8.6,5.5,4.7,3.9,8.2,Peer-learning,Morning,Medium,Mixed,5,"Cloud Computing (AWS), Cybersecurity Essentials, MLOps Pipelines, Git & Version Control, Time Series Analysis",68.1,0.56,5.6,Medium,3.6,97,Python Fundamentals,Business Intelligence & BI Tools,SQL & Databases,APIs & Microservices
INT_1575,ML Engineering,Economics,3.87,2,4.7,4.4,7.1,4.4,4.0,7.4,Video,Night Owl,High,Laptop,5,"Python Fundamentals, Deep Learning, Data Visualization, MLOps Pipelines, A/B Testing & Experimentation",70.4,0.8,6.4,Low,4.5,137,SQL & Databases,Data Wrangling & Pandas,System Design,Git & Version Control
INT_1576,DevOps,Economics,3.16,3,1.2,3.4,5.5,3.0,3.7,5.8,Reading,Morning,Medium,Tablet,4,"Python Fundamentals, Machine Learning Basics, Cloud Computing (AWS), Git & Version Control",84.7,0.65,6.1,Medium,5.0,107,SQL & Databases,SQL & Databases,Docker & Kubernetes,Cybersecurity Essentials
INT_1577,Software Engineering,Information Systems,3.5,2,6.5,6.1,5.6,1.7,1.9,6.5,Mixed,Afternoon,High,Desktop,5,"SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, Data Wrangling & Pandas, APIs & Microservices",57.9,0.76,5.7,Medium,5.0,27,Python Fundamentals,Git & Version Control,System Design,Python Fundamentals
INT_1578,Product Management,Statistics,3.16,2,6.9,5.5,2.8,5.3,4.3,10.8,Hands-on Projects,Morning,Medium,Mixed,5,"Frontend Basics (React), Statistics & Probability, A/B Testing & Experimentation, Reinforcement Learning, Business Intelligence & BI Tools",82.0,0.91,7.7,Low,4.7,152,SQL & Databases,Data Visualization,SQL & Databases,Time Series Analysis
INT_1579,Cybersecurity,Mathematics,2.56,2,5.1,5.0,2.8,2.5,1.3,9.3,Hands-on Projects,Afternoon,Low,Laptop,3,"Machine Learning Basics, Docker & Kubernetes, Time Series Analysis",74.2,0.75,6.6,Low,4.1,141,Python Fundamentals,System Design,Git & Version Control,APIs & Microservices
INT_1580,Software Engineering,Computer Science,2.66,0,7.1,7.6,4.9,3.3,3.7,9.8,Hands-on Projects,Afternoon,Low,Desktop,1,Git & Version Control,67.1,0.88,6.9,Low,4.5,147,Python Fundamentals,SQL & Databases,Python Fundamentals,Data Wrangling & Pandas
INT_1581,ML Engineering,Statistics,3.41,0,8.7,6.2,2.7,9.2,3.0,9.9,Peer-learning,Evening,Low,Laptop,3,"Machine Learning Basics, Docker & Kubernetes, Git & Version Control",82.9,0.66,6.7,Medium,4.0,138,Python Fundamentals,A/B Testing & Experimentation,Statistics & Probability,Cloud Computing (AWS)
INT_1582,ML Engineering,Computer Science,3.24,1,7.8,3.5,3.9,1.8,2.5,6.8,Reading,Morning,High,Tablet,0,,78.4,0.61,5.9,Medium,5.0,115,Python Fundamentals,SQL & Databases,A/B Testing & Experimentation,Statistics & Probability
INT_1583,ML Engineering,Statistics,2.68,3,5.4,4.8,2.7,4.9,7.7,2.0,Video,Night Owl,Medium,Tablet,8,"Python Fundamentals, Machine Learning Basics, Docker & Kubernetes, System Design, Statistics & Probability, Data Wrangling & Pandas, Git & Version Control, Reinforcement Learning",69.7,0.81,5.6,Medium,4.9,81,SQL & Databases,NLP & Text Analytics,MLOps Pipelines,Deep Learning
INT_1584,ML Engineering,Cognitive Science,3.36,0,3.3,4.5,4.3,4.8,2.3,9.7,Video,Afternoon,Medium,Laptop,3,"Cloud Computing (AWS), MLOps Pipelines, A/B Testing & Experimentation",65.6,0.71,6.2,Medium,4.1,117,Python Fundamentals,Reinforcement Learning,Machine Learning Basics,NLP & Text Analytics
INT_1585,Data Engineering,Physics,3.14,0,3.5,6.2,4.0,3.7,0.9,13.4,Mixed,Night Owl,Medium,Mixed,7,"Data Visualization, Docker & Kubernetes, System Design, MLOps Pipelines, Data Wrangling & Pandas, Time Series Analysis, Business Intelligence & BI Tools",51.6,0.97,7.2,Low,4.2,67,Python Fundamentals,Statistics & Probability,SQL & Databases,APIs & Microservices
INT_1586,Frontend Dev,Mathematics,3.76,0,7.9,5.2,7.2,5.4,1.9,8.6,Mixed,Night Owl,Low,Tablet,5,"Python Fundamentals, Data Visualization, Frontend Basics (React), Git & Version Control, APIs & Microservices",68.1,0.71,6.2,Medium,4.1,40,SQL & Databases,Machine Learning Basics,Deep Learning,Reinforcement Learning
INT_1587,Cloud Infrastructure,Cognitive Science,3.49,0,4.6,5.1,0.4,3.0,5.5,5.0,Hands-on Projects,Morning,High,Tablet,1,Cloud Computing (AWS),90.6,0.73,6.5,Medium,3.7,147,Python Fundamentals,Cybersecurity Essentials,Docker & Kubernetes,System Design
INT_1588,Data Science,Electrical Engineering,2.95,2,3.2,6.6,2.8,5.7,7.6,5.8,Peer-learning,Evening,Medium,Laptop,0,,78.1,0.56,5.6,Medium,2.8,138,Data Visualization,Data Visualization,Deep Learning,Machine Learning Basics
INT_1589,Cloud Infrastructure,Statistics,2.52,0,4.0,6.6,2.0,8.8,3.2,5.9,Reading,Morning,Low,Desktop,3,"Python Fundamentals, SQL & Databases, Docker & Kubernetes",63.9,0.76,5.8,Medium,4.1,44,Cloud Computing (AWS),APIs & Microservices,System Design,Git & Version Control
INT_1590,DevOps,Bioinformatics,3.41,1,7.3,3.8,5.2,0.6,3.4,8.8,Reading,Evening,High,Mixed,1,MLOps Pipelines,64.4,0.58,5.6,Medium,5.0,134,Python Fundamentals,SQL & Databases,APIs & Microservices,Git & Version Control
INT_1591,Data Engineering,Statistics,3.2,1,5.9,3.3,6.2,6.0,3.7,10.9,Reading,No Preference,High,Laptop,0,,52.8,0.77,6.2,Medium,3.7,68,Python Fundamentals,MLOps Pipelines,Python Fundamentals,System Design
INT_1592,Data Science,Statistics,2.71,0,4.4,8.6,4.9,2.0,3.9,9.1,Hands-on Projects,Evening,High,Mixed,3,"Machine Learning Basics, NLP & Text Analytics, A/B Testing & Experimentation",69.0,0.72,6.3,Medium,4.0,103,Data Visualization,Data Visualization,Deep Learning,SQL & Databases
INT_1593,Frontend Dev,Business Analytics,4.0,0,4.6,5.9,4.6,6.5,3.4,10.0,Video,No Preference,Low,Desktop,8,"Python Fundamentals, Data Visualization, Docker & Kubernetes, Frontend Basics (React), Data Wrangling & Pandas, Git & Version Control, APIs & Microservices, Time Series Analysis",67.9,0.97,7.3,Low,3.8,111,SQL & Databases,A/B Testing & Experimentation,Statistics & Probability,Reinforcement Learning
INT_1594,Product Management,Mathematics,3.37,2,9.0,3.7,0.6,9.4,0.6,8.2,Reading,Afternoon,High,Laptop,4,"Python Fundamentals, Cybersecurity Essentials, Statistics & Probability, Business Intelligence & BI Tools",53.4,0.83,6.0,Low,3.5,125,SQL & Databases,A/B Testing & Experimentation,Data Visualization,SQL & Databases
INT_1595,Frontend Dev,Business Analytics,4.0,3,6.3,6.8,7.5,3.8,1.9,10.7,Video,No Preference,High,Tablet,1,Git & Version Control,77.2,0.56,6.3,Medium,4.2,30,Python Fundamentals,Frontend Basics (React),Python Fundamentals,APIs & Microservices
INT_1596,Cloud Infrastructure,Information Systems,2.84,1,3.7,7.8,1.2,5.2,1.1,5.8,Mixed,Morning,Low,Laptop,6,"Docker & Kubernetes, Cybersecurity Essentials, System Design, MLOps Pipelines, Git & Version Control, APIs & Microservices",51.1,0.91,5.8,Low,5.0,137,Python Fundamentals,Python Fundamentals,Cloud Computing (AWS),SQL & Databases
INT_1597,Data Engineering,Information Systems,3.5,2,4.9,5.3,4.6,6.1,4.2,9.5,Peer-learning,Night Owl,Low,Mixed,8,"Data Visualization, Cloud Computing (AWS), Docker & Kubernetes, Cybersecurity Essentials, System Design, Statistics & Probability, NLP & Text Analytics, Time Series Analysis",83.8,0.87,7.4,Low,3.9,55,Python Fundamentals,Data Wrangling & Pandas,APIs & Microservices,Python Fundamentals
INT_1598,Data Engineering,Electrical Engineering,3.86,1,8.5,5.0,1.9,6.9,4.5,7.4,Hands-on Projects,Evening,Low,Tablet,7,"Data Visualization, Cloud Computing (AWS), Docker & Kubernetes, Statistics & Probability, Data Wrangling & Pandas, Git & Version Control, Business Intelligence & BI Tools",73.4,0.94,7.0,Low,5.0,153,Python Fundamentals,Time Series Analysis,MLOps Pipelines,APIs & Microservices
INT_1599,Cybersecurity,Business Analytics,3.53,1,4.5,7.2,2.1,3.5,0.4,6.9,Hands-on Projects,Morning,Medium,Mixed,2,"Python Fundamentals, Git & Version Control",59.6,0.42,4.6,High,3.3,76,SQL & Databases,System Design,APIs & Microservices,SQL & Databases
INT_1600,Data Engineering,Computer Science,3.09,0,6.7,3.8,6.6,7.8,3.1,5.8,Hands-on Projects,No Preference,High,Laptop,2,"Data Visualization, Data Wrangling & Pandas",64.6,0.89,6.2,Low,3.6,117,Python Fundamentals,SQL & Databases,Business Intelligence & BI Tools,Python Fundamentals
INT_1601,Product Management,Bioinformatics,3.49,0,5.7,5.5,9.3,5.6,3.9,4.9,Video,Afternoon,High,Tablet,8,"SQL & Databases, Deep Learning, Data Visualization, Docker & Kubernetes, System Design, Statistics & Probability, Git & Version Control, Business Intelligence & BI Tools",62.3,0.75,5.5,Medium,5.0,135,A/B Testing & Experimentation,A/B Testing & Experimentation,NLP & Text Analytics,Frontend Basics (React)
INT_1602,Backend Dev,Cognitive Science,2.68,0,5.9,3.9,4.3,4.8,3.0,3.7,Video,Afternoon,Low,Tablet,4,"SQL & Databases, Docker & Kubernetes, System Design, Git & Version Control",64.1,0.67,5.1,Medium,4.7,173,Python Fundamentals,Data Wrangling & Pandas,Python Fundamentals,APIs & Microservices
INT_1603,Data Science,Business Analytics,3.52,0,9.2,8.8,4.6,3.0,6.8,7.5,Peer-learning,Morning,Medium,Mixed,2,"Data Visualization, Data Wrangling & Pandas",57.7,0.25,4.0,High,3.8,115,Deep Learning,Deep Learning,Machine Learning Basics,Business Intelligence & BI Tools
INT_1604,Product Management,Electrical Engineering,2.99,2,1.1,4.2,5.8,3.2,2.7,11.0,Peer-learning,Evening,Medium,Tablet,5,"SQL & Databases, Data Visualization, Cloud Computing (AWS), A/B Testing & Experimentation, Data Wrangling & Pandas",66.4,0.79,6.7,Low,5.0,115,Statistics & Probability,Business Intelligence & BI Tools,Statistics & Probability,Time Series Analysis
INT_1605,Cloud Infrastructure,Cognitive Science,3.59,2,4.6,6.0,4.0,1.4,1.2,12.6,Reading,Evening,High,Tablet,0,,62.5,0.65,6.4,Medium,4.1,73,Python Fundamentals,Python Fundamentals,Git & Version Control,System Design
INT_1606,Backend Dev,Economics,3.56,1,3.4,5.0,4.1,6.5,4.0,11.2,Hands-on Projects,Afternoon,Medium,Mixed,7,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), System Design, Frontend Basics (React), Data Wrangling & Pandas, Git & Version Control",62.6,0.66,6.2,Medium,4.3,28,Docker & Kubernetes,Docker & Kubernetes,APIs & Microservices,Time Series Analysis
INT_1607,Software Engineering,Information Systems,4.0,1,9.9,7.6,8.2,5.9,4.1,6.4,Video,Afternoon,Low,Laptop,6,"Python Fundamentals, Cloud Computing (AWS), System Design, Statistics & Probability, Data Wrangling & Pandas, Git & Version Control",69.0,0.82,6.2,Low,4.1,164,SQL & Databases,Docker & Kubernetes,SQL & Databases,APIs & Microservices
INT_1608,ML Engineering,Mathematics,3.42,0,9.1,6.2,4.3,5.6,6.1,5.2,Mixed,No Preference,Low,Desktop,7,"Python Fundamentals, Docker & Kubernetes, System Design, Statistics & Probability, NLP & Text Analytics, Git & Version Control, Business Intelligence & BI Tools",53.0,0.88,5.7,Low,3.4,172,SQL & Databases,Machine Learning Basics,Reinforcement Learning,MLOps Pipelines
INT_1609,DevOps,Cognitive Science,3.38,2,5.3,6.4,3.7,3.2,3.7,8.0,Mixed,No Preference,Medium,Laptop,8,"Python Fundamentals, SQL & Databases, Machine Learning Basics, Deep Learning, Cloud Computing (AWS), Cybersecurity Essentials, Git & Version Control, APIs & Microservices",54.5,0.83,6.0,Low,3.3,59,Docker & Kubernetes,System Design,Docker & Kubernetes,MLOps Pipelines
INT_1610,Backend Dev,Economics,2.66,0,4.7,3.2,3.8,6.1,6.4,9.1,Peer-learning,Evening,High,Mixed,1,Git & Version Control,52.5,0.75,5.8,Medium,4.0,178,Python Fundamentals,System Design,Data Wrangling & Pandas,Cloud Computing (AWS)
INT_1611,Data Science,Electrical Engineering,3.24,0,6.4,6.4,1.7,7.5,5.8,6.8,Hands-on Projects,Morning,Low,Mixed,1,Deep Learning,78.5,0.47,5.4,Medium,3.8,28,Data Visualization,Data Visualization,Machine Learning Basics,Data Wrangling & Pandas
INT_1612,Cybersecurity,Electrical Engineering,3.37,1,6.5,6.0,4.0,3.9,6.6,5.6,Peer-learning,Morning,High,Mixed,1,Cloud Computing (AWS),77.6,0.56,5.5,Medium,4.6,45,Python Fundamentals,System Design,Docker & Kubernetes,APIs & Microservices
INT_1613,Software Engineering,Mathematics,3.89,0,4.1,7.3,2.8,2.5,2.7,9.6,Hands-on Projects,Morning,Medium,Tablet,5,"Python Fundamentals, System Design, Git & Version Control, APIs & Microservices, Reinforcement Learning",74.6,0.92,7.3,Low,4.1,91,SQL & Databases,Frontend Basics (React),Data Wrangling & Pandas,SQL & Databases
INT_1614,ML Engineering,Cognitive Science,3.27,2,6.1,4.8,0.7,0.0,4.0,10.7,Hands-on Projects,Evening,High,Laptop,1,SQL & Databases,65.9,0.85,6.9,Low,4.1,171,Python Fundamentals,System Design,Python Fundamentals,A/B Testing & Experimentation
INT_1615,Cloud Infrastructure,Electrical Engineering,3.16,0,9.0,3.4,4.9,2.3,2.9,8.2,Hands-on Projects,Evening,Low,Laptop,8,"Python Fundamentals, SQL & Databases, Data Visualization, Docker & Kubernetes, MLOps Pipelines, Git & Version Control, APIs & Microservices, Time Series Analysis",93.9,0.9,7.7,Low,4.5,124,Cloud Computing (AWS),Cloud Computing (AWS),Cybersecurity Essentials,System Design
INT_1616,DevOps,Cognitive Science,2.3,1,5.0,6.5,2.3,5.7,2.7,10.0,Reading,Night Owl,High,Laptop,4,"Python Fundamentals, Docker & Kubernetes, Frontend Basics (React), APIs & Microservices",80.8,0.8,7.1,Low,5.0,142,SQL & Databases,MLOps Pipelines,System Design,Git & Version Control
INT_1617,Backend Dev,Bioinformatics,3.47,2,6.3,10.0,3.2,2.4,3.0,6.1,Hands-on Projects,Afternoon,Low,Tablet,5,"Python Fundamentals, SQL & Databases, Docker & Kubernetes, System Design, Git & Version Control",69.3,0.24,4.2,High,4.4,174,Cloud Computing (AWS),APIs & Microservices,Data Wrangling & Pandas,Cloud Computing (AWS)
INT_1618,Data Engineering,Bioinformatics,4.0,1,6.2,5.7,3.7,2.2,0.4,8.5,Mixed,No Preference,Medium,Laptop,0,,64.5,0.42,5.0,Medium,4.2,104,Python Fundamentals,Statistics & Probability,Time Series Analysis,System Design
INT_1619,Data Engineering,Bioinformatics,3.55,1,6.0,3.9,4.6,6.5,5.1,8.9,Mixed,Morning,High,Tablet,4,"Python Fundamentals, Docker & Kubernetes, MLOps Pipelines, APIs & Microservices",62.1,0.83,6.4,Low,4.3,128,SQL & Databases,Cloud Computing (AWS),System Design,Data Wrangling & Pandas
INT_1620,Data Science,Cognitive Science,3.02,1,6.0,8.3,1.3,5.1,3.0,10.3,Hands-on Projects,Evening,Low,Desktop,2,"Machine Learning Basics, A/B Testing & Experimentation",52.9,0.65,5.7,Medium,3.7,174,Data Visualization,Data Visualization,Deep Learning,NLP & Text Analytics
INT_1621,ML Engineering,Mathematics,3.34,3,6.6,6.7,2.1,1.4,0.0,3.9,Mixed,Morning,Medium,Desktop,1,Deep Learning,83.3,0.73,6.1,Medium,5.0,159,Python Fundamentals,Data Wrangling & Pandas,System Design,Python Fundamentals
INT_1622,Backend Dev,Cognitive Science,2.95,0,6.1,4.8,6.1,0.0,5.6,5.0,Mixed,Night Owl,Medium,Desktop,2,"Python Fundamentals, Cloud Computing (AWS)",70.3,0.66,5.5,Medium,3.6,81,SQL & Databases,Docker & Kubernetes,SQL & Databases,Git & Version Control
INT_1623,Backend Dev,Electrical Engineering,4.0,1,5.5,7.7,8.1,2.5,3.1,12.3,Reading,Evening,High,Mixed,8,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, System Design, Statistics & Probability, Data Wrangling & Pandas, APIs & Microservices",72.9,0.57,6.4,Medium,4.0,134,Git & Version Control,Git & Version Control,Frontend Basics (React),Data Visualization
INT_1624,Software Engineering,Bioinformatics,2.45,0,10.0,4.4,0.7,6.6,4.1,3.2,Peer-learning,Afternoon,High,Tablet,7,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, System Design, Frontend Basics (React), Git & Version Control",88.1,0.8,6.4,Low,5.0,69,Data Wrangling & Pandas,Data Wrangling & Pandas,APIs & Microservices,NLP & Text Analytics
INT_1625,Data Science,Economics,3.05,0,5.5,7.1,8.5,3.6,5.7,8.7,Mixed,Night Owl,High,Tablet,3,"Machine Learning Basics, Deep Learning, Docker & Kubernetes",65.2,0.47,5.2,Medium,3.1,37,Data Visualization,Data Visualization,Data Wrangling & Pandas,A/B Testing & Experimentation
INT_1626,DevOps,Electrical Engineering,2.54,2,6.1,4.2,6.7,5.4,6.9,9.6,Peer-learning,Morning,High,Desktop,1,MLOps Pipelines,67.1,0.88,6.9,Low,4.7,15,Python Fundamentals,Git & Version Control,System Design,Python Fundamentals
INT_1627,Cybersecurity,Physics,3.46,0,3.3,3.8,3.2,6.4,0.2,9.1,Video,Morning,Low,Desktop,5,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, System Design",72.8,0.97,7.3,Low,3.1,145,Cybersecurity Essentials,APIs & Microservices,Git & Version Control,Cybersecurity Essentials
INT_1628,Cybersecurity,Economics,3.11,0,5.0,6.3,8.5,1.6,1.7,9.0,Mixed,Morning,Low,Mixed,5,"Python Fundamentals, SQL & Databases, Docker & Kubernetes, Cybersecurity Essentials, System Design",72.6,0.7,6.3,Medium,4.7,44,Cloud Computing (AWS),Git & Version Control,APIs & Microservices,Cloud Computing (AWS)
INT_1629,Software Engineering,Computer Science,3.69,1,7.2,5.3,6.9,3.6,4.5,11.7,Peer-learning,No Preference,Low,Laptop,1,System Design,54.5,0.61,5.8,Medium,4.8,133,Python Fundamentals,Cloud Computing (AWS),Docker & Kubernetes,SQL & Databases
INT_1630,Backend Dev,Electrical Engineering,3.0,0,4.6,8.4,3.3,3.1,5.1,8.5,Hands-on Projects,Morning,Medium,Desktop,6,"Python Fundamentals, SQL & Databases, Deep Learning, System Design, Git & Version Control, APIs & Microservices",79.1,0.74,6.6,Medium,2.7,49,Cloud Computing (AWS),Docker & Kubernetes,Cloud Computing (AWS),Data Wrangling & Pandas
INT_1631,ML Engineering,Economics,3.46,0,7.2,7.8,2.0,10.0,4.1,9.5,Hands-on Projects,Afternoon,High,Laptop,8,"Python Fundamentals, SQL & Databases, Docker & Kubernetes, Statistics & Probability, NLP & Text Analytics, A/B Testing & Experimentation, Git & Version Control, Reinforcement Learning",66.2,0.62,5.9,Medium,4.9,96,Machine Learning Basics,Cloud Computing (AWS),System Design,Data Wrangling & Pandas
INT_1632,Cybersecurity,Physics,3.38,0,6.2,5.5,4.8,4.8,2.3,7.6,Video,Evening,Medium,Laptop,5,"Python Fundamentals, Docker & Kubernetes, Cybersecurity Essentials, Git & Version Control, Business Intelligence & BI Tools",70.3,0.7,6.1,Medium,4.3,140,SQL & Databases,System Design,APIs & Microservices,SQL & Databases
INT_1633,Cybersecurity,Economics,3.04,2,8.1,1.1,4.7,4.3,5.4,10.4,Reading,No Preference,Low,Mixed,6,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, Cybersecurity Essentials, APIs & Microservices",72.6,0.41,5.5,Medium,3.2,132,System Design,Git & Version Control,System Design,Business Intelligence & BI Tools
INT_1634,Data Engineering,Statistics,3.94,0,5.6,10.0,6.0,2.3,5.2,9.4,Peer-learning,No Preference,Medium,Tablet,2,"Data Visualization, NLP & Text Analytics",49.5,0.86,6.2,Low,5.0,66,Python Fundamentals,System Design,Git & Version Control,APIs & Microservices
INT_1635,Cloud Infrastructure,Electrical Engineering,3.18,1,7.1,6.9,2.5,9.3,2.8,7.0,Mixed,Morning,Medium,Laptop,7,"Python Fundamentals, Cloud Computing (AWS), Docker & Kubernetes, MLOps Pipelines, Git & Version Control, APIs & Microservices, Reinforcement Learning",57.0,0.79,5.8,Medium,5.0,84,SQL & Databases,System Design,Cybersecurity Essentials,SQL & Databases
INT_1636,ML Engineering,Statistics,3.12,0,2.8,3.5,3.0,3.3,2.9,8.7,Video,Night Owl,Low,Laptop,2,"Statistics & Probability, MLOps Pipelines",61.4,0.96,6.8,Low,3.8,74,Python Fundamentals,NLP & Text Analytics,A/B Testing & Experimentation,Deep Learning
INT_1637,DevOps,Electrical Engineering,3.01,1,9.1,4.2,4.0,0.0,2.8,7.2,Reading,Night Owl,Low,Tablet,3,"SQL & Databases, Cloud Computing (AWS), APIs & Microservices",76.7,0.77,6.5,Low,5.0,137,Python Fundamentals,Cybersecurity Essentials,Docker & Kubernetes,Python Fundamentals
INT_1638,Data Engineering,Business Analytics,3.19,0,6.7,5.8,5.8,2.9,2.1,7.3,Hands-on Projects,No Preference,High,Mixed,4,"Data Visualization, System Design, MLOps Pipelines, APIs & Microservices",53.3,0.78,5.7,Medium,4.2,48,Python Fundamentals,Time Series Analysis,Business Intelligence & BI Tools,Statistics & Probability
